product,issue,sub_product,complaint_id,timely,company_response,submitted_via,company,date_received,state,sub_issue,Month_Year,count
Checking or savings account,Managing an account,Checking account,5250491,Yes,Closed with monetary relief,Web,TD BANK US HOLDING COMPANY,22-02-22,MA,Deposits and withdrawals,28-02-22,1
Checking or savings account,Managing an account,Checking account,5250698,Yes,Closed with explanation,Referral,JPMORGAN CHASE & CO.,18-02-22,CO,Deposits and withdrawals,28-02-22,1
Checking or savings account,Managing an account,Checking account,5250873,Yes,Closed with explanation,Phone,U.S. BANCORP,22-02-22,WA,Deposits and withdrawals,28-02-22,1
Checking or savings account,Managing an account,Checking account,5250897,Yes,Closed with explanation,Web,"CITIZENS FINANCIAL GROUP, INC.",22-02-22,DC,Funds not handled or disbursed as instructed,28-02-22,1
Checking or savings account,Managing an account,Checking account,5251927,Yes,Closed with explanation,Referral,"CITIZENS FINANCIAL GROUP, INC.",22-02-22,DC,Deposits and withdrawals,28-02-22,1
Checking or savings account,Managing an account,Checking account,5252151,Yes,Closed with explanation,Referral,"UNITED BANKSHARES, INC.",22-02-22,WV,Problem using a debit or ATM card,28-02-22,1
Checking or savings account,Managing an account,Checking account,5252368,Yes,Closed with explanation,Web,TRUIST FINANCIAL CORPORATION,23-02-22,KY,Funds not handled or disbursed as instructed,28-02-22,1
Checking or savings account,Managing an account,Checking account,5252674,Yes,Closed with explanation,Web,TRUIST FINANCIAL CORPORATION,23-02-22,DC,Problem using a debit or ATM card,28-02-22,1
Checking or savings account,Managing an account,Checking account,5252734,Yes,Closed with explanation,Referral,"Block, Inc.",22-02-22,WA,Deposits and withdrawals,28-02-22,1
Checking or savings account,Managing an account,Checking account,5253112,Yes,Closed with explanation,Web,"BANK OF AMERICA, NATIONAL ASSOCIATION",23-02-22,IA,Problem using a debit or ATM card,28-02-22,1
Checking or savings account,Managing an account,Checking account,5253121,Yes,Closed with explanation,Web,"HUNTINGTON NATIONAL BANK, THE",23-02-22,MN,Problem using a debit or ATM card,28-02-22,1
Checking or savings account,Managing an account,Checking account,5253219,Yes,Closed with explanation,Web,"CITIBANK, N.A.",23-02-22,NE,Deposits and withdrawals,28-02-22,1
Checking or savings account,Managing an account,Checking account,5253687,Yes,Closed with explanation,Referral,"BANK OF AMERICA, NATIONAL ASSOCIATION",23-02-22,ME,Problem using a debit or ATM card,28-02-22,1
Checking or savings account,Managing an account,Checking account,5253723,Yes,Closed with monetary relief,Web,EASTERN BANKSHARES INC,23-02-22,MA,Fee problem,28-02-22,1
Checking or savings account,Managing an account,Checking account,5254190,Yes,Closed with explanation,Referral,"WESBANCO BANK, INC.",22-02-22,WV,Deposits and withdrawals,28-02-22,1
Checking or savings account,Managing an account,Checking account,5254207,Yes,Closed with explanation,Web,WELLS FARGO & COMPANY,23-02-22,SD,Deposits and withdrawals,28-02-22,1
Checking or savings account,Managing an account,Checking account,5254430,Yes,Closed with non-monetary relief,Web,ALLY FINANCIAL INC.,23-02-22,MA,Deposits and withdrawals,28-02-22,1
Checking or savings account,Managing an account,Checking account,5255041,Yes,Closed with explanation,Web,"BANK OF AMERICA, NATIONAL ASSOCIATION",24-02-22,NH,Problem using a debit or ATM card,28-02-22,1
Checking or savings account,Managing an account,Checking account,5256294,Yes,Closed with explanation,Referral,"ARVEST BANK GROUP, INC.",22-02-22,OK,Problem using a debit or ATM card,28-02-22,1
Checking or savings account,Managing an account,Checking account,5256669,Yes,Closed with monetary relief,Web,WELLS FARGO & COMPANY,24-02-22,CT,Cashing a check,28-02-22,1
Checking or savings account,Managing an account,Checking account,5256975,Yes,Closed with explanation,Web,"PEOPLE'S UNITED BANK, NATIONAL ASSOCIATION",24-02-22,CT,Problem accessing account,28-02-22,1
Checking or savings account,Managing an account,Checking account,5257178,Yes,Closed with monetary relief,Referral,TD BANK US HOLDING COMPANY,23-02-22,DE,Deposits and withdrawals,28-02-22,1
Checking or savings account,Managing an account,Checking account,5257695,Yes,Closed with explanation,Phone,"BANK OF AMERICA, NATIONAL ASSOCIATION",24-02-22,MN,Problem accessing account,28-02-22,1
Checking or savings account,Managing an account,Checking account,5257820,Yes,Closed with explanation,Referral,WELLS FARGO & COMPANY,23-02-22,MN,Funds not handled or disbursed as instructed,28-02-22,1
Checking or savings account,Managing an account,Checking account,5258021,Yes,Closed with explanation,Phone,UNITED SERVICES AUTOMOBILE ASSOCIATION,24-02-22,NM,Deposits and withdrawals,28-02-22,1
Checking or savings account,Managing an account,Checking account,5258582,Yes,Closed with explanation,Web,WELLS FARGO & COMPANY,24-02-22,MN,Deposits and withdrawals,28-02-22,1
Checking or savings account,Managing an account,Checking account,5258804,Yes,Closed with explanation,Phone,U.S. BANCORP,24-02-22,CO,Deposits and withdrawals,28-02-22,1
Checking or savings account,Managing an account,Checking account,5258818,Yes,Closed with explanation,Phone,U.S. BANCORP,24-02-22,KY,Deposits and withdrawals,28-02-22,1
Checking or savings account,Managing an account,Checking account,5258850,Yes,Closed with explanation,Web,U.S. BANCORP,24-02-22,AR,Deposits and withdrawals,28-02-22,1
Checking or savings account,Managing an account,Checking account,5258877,Yes,Closed with explanation,Web,WELLS FARGO & COMPANY,24-02-22,WA,Deposits and withdrawals,28-02-22,1
Checking or savings account,Managing an account,Checking account,5259156,Yes,Closed with explanation,Web,JPMORGAN CHASE & CO.,25-02-22,CO,Deposits and withdrawals,28-02-22,1
Checking or savings account,Managing an account,Checking account,5259236,Yes,Closed with non-monetary relief,Web,"Paypal Holdings, Inc",25-02-22,OK,Deposits and withdrawals,28-02-22,1
Checking or savings account,Managing an account,Checking account,5259357,Yes,Closed with explanation,Web,Netspend Corporation,25-02-22,OK,Problem accessing account,28-02-22,1
Checking or savings account,Managing an account,Checking account,5260510,Yes,Closed with explanation,Phone,BANCO POPULAR DE PUERTO RICO,24-02-22,PR,Problem making or receiving payments,28-02-22,1
Checking or savings account,Managing an account,Checking account,5260809,Yes,Closed with non-monetary relief,Web,"CITIBANK, N.A.",25-02-22,OR,Deposits and withdrawals,28-02-22,1
Checking or savings account,Managing an account,Checking account,5261375,Yes,Closed with explanation,Referral,SYNCHRONY FINANCIAL,24-02-22,NE,Cashing a check,28-02-22,1
Checking or savings account,Managing an account,Checking account,5261464,Yes,Closed with explanation,Web,NAVY FEDERAL CREDIT UNION,25-02-22,OK,Funds not handled or disbursed as instructed,28-02-22,1
Checking or savings account,Managing an account,Checking account,5261641,Yes,Closed with explanation,Web,TD BANK US HOLDING COMPANY,25-02-22,CT,Problem using a debit or ATM card,28-02-22,1
Checking or savings account,Managing an account,Checking account,5261645,Yes,Closed with explanation,Referral,UMPQUA HOLDINGS CORPORATION,25-02-22,WA,Deposits and withdrawals,28-02-22,1
Checking or savings account,Managing an account,Checking account,5261817,Yes,Closed with explanation,Referral,WELLS FARGO & COMPANY,24-02-22,KS,Problem using a debit or ATM card,28-02-22,1
Checking or savings account,Managing an account,Checking account,5261892,Yes,Closed with explanation,Referral,WELLS FARGO & COMPANY,24-02-22,ID,Deposits and withdrawals,28-02-22,1
Checking or savings account,Managing an account,Checking account,5261926,Yes,Closed with explanation,Phone,SIMMONS FIRST NATIONAL CORPORATION,25-02-22,AR,Deposits and withdrawals,28-02-22,1
Checking or savings account,Managing an account,Checking account,5262110,Yes,Closed with monetary relief,Referral,WELLS FARGO & COMPANY,24-02-22,DC,Problem using a debit or ATM card,28-02-22,1
Checking or savings account,Managing an account,Checking account,5262219,Yes,Closed with explanation,Phone,"CITIZENS FINANCIAL GROUP, INC.",25-02-22,RI,Problem using a debit or ATM card,28-02-22,1
Checking or savings account,Managing an account,Checking account,5262337,Yes,Closed with explanation,Web,TRUIST FINANCIAL CORPORATION,25-02-22,AR,Deposits and withdrawals,28-02-22,1
Checking or savings account,Managing an account,Checking account,5262403,Yes,Closed with explanation,Referral,"CITIBANK, N.A.",24-02-22,OK,Deposits and withdrawals,28-02-22,1
Checking or savings account,Managing an account,Checking account,5262421,Yes,Closed with monetary relief,Referral,TRUIST FINANCIAL CORPORATION,25-02-22,DC,Problem using a debit or ATM card,28-02-22,1
Checking or savings account,Managing an account,Checking account,5262668,Yes,Closed with explanation,Referral,WELLS FARGO & COMPANY,24-02-22,WV,Funds not handled or disbursed as instructed,28-02-22,1
Checking or savings account,Managing an account,Checking account,5262671,Yes,Closed with explanation,Referral,WELLS FARGO & COMPANY,24-02-22,CO,Problem using a debit or ATM card,28-02-22,1
Checking or savings account,Managing an account,Checking account,5262836,Yes,Closed with explanation,Web,Conduent Incorporated,25-02-22,NM,Deposits and withdrawals,28-02-22,1
Checking or savings account,Managing an account,Checking account,5262862,Yes,Closed with explanation,Referral,JPMORGAN CHASE & CO.,24-02-22,NM,Fee problem,28-02-22,1
Checking or savings account,Managing an account,Checking account,5262866,Yes,Closed with explanation,Web,DISCOVER BANK,25-02-22,DE,Problem making or receiving payments,28-02-22,1
Checking or savings account,Managing an account,Checking account,5262872,Yes,Closed with non-monetary relief,Web,TD BANK US HOLDING COMPANY,25-02-22,VT,Deposits and withdrawals,28-02-22,1
Checking or savings account,Managing an account,Checking account,5262958,Yes,Closed with explanation,Web,"BANK OF AMERICA, NATIONAL ASSOCIATION",25-02-22,CO,Problem making or receiving payments,28-02-22,1
Checking or savings account,Managing an account,Checking account,5263004,Yes,Closed with explanation,Referral,Chime Financial Inc,24-02-22,IN,Funds not handled or disbursed as instructed,28-02-22,1
Checking or savings account,Managing an account,Checking account,5264095,Yes,Closed with explanation,Referral,MOUNTAIN AMERICA FEDERAL CREDIT UNION,24-02-22,NM,Funds not handled or disbursed as instructed,28-02-22,1
Checking or savings account,Managing an account,Checking account,5265027,Yes,Closed with explanation,Web,"BANK OF AMERICA, NATIONAL ASSOCIATION",26-02-22,KS,Deposits and withdrawals,28-02-22,1
Checking or savings account,Managing an account,Checking account,5265096,Yes,Closed with monetary relief,Web,WELLS FARGO & COMPANY,26-02-22,WA,Problem making or receiving payments,28-02-22,1
Checking or savings account,Managing an account,Checking account,5265968,Yes,Closed with explanation,Web,"Credit Karma, LLC",27-02-22,AR,Deposits and withdrawals,28-02-22,1
Checking or savings account,Managing an account,Checking account,5265994,Yes,Closed with explanation,Web,"Credit Karma, LLC",27-02-22,KY,Problem accessing account,28-02-22,1
Checking or savings account,Managing an account,Checking account,5266354,Yes,Closed with explanation,Web,"AXOS FINANCIAL, INC.",27-02-22,MA,Problem making or receiving payments,28-02-22,1
Checking or savings account,Managing an account,Checking account,5266800,Yes,Closed with monetary relief,Web,"BANK OF AMERICA, NATIONAL ASSOCIATION",27-02-22,MA,Problem using a debit or ATM card,28-02-22,1
Checking or savings account,Managing an account,Checking account,5267332,Yes,Closed with monetary relief,Web,JPMORGAN CHASE & CO.,28-02-22,UT,Fee problem,31-03-22,1
Checking or savings account,Managing an account,Checking account,5267697,Yes,Closed with explanation,Web,"BANK OF AMERICA, NATIONAL ASSOCIATION",28-02-22,IN,Banking errors,31-03-22,1
Checking or savings account,Managing an account,Checking account,5267946,Yes,Closed with explanation,Referral,"BANK OF AMERICA, NATIONAL ASSOCIATION",25-02-22,IN,Problem making or receiving payments,28-02-22,1
Checking or savings account,Managing an account,Checking account,5268304,Yes,Closed with explanation,Web,"BANK OF AMERICA, NATIONAL ASSOCIATION",28-02-22,IA,Problem accessing account,31-03-22,1
Checking or savings account,Managing an account,Checking account,5269380,Yes,Closed with monetary relief,Phone,"BANK OF AMERICA, NATIONAL ASSOCIATION",28-02-22,KS,Deposits and withdrawals,31-03-22,1
Checking or savings account,Managing an account,Checking account,5269555,Yes,Closed with explanation,Phone,JPMORGAN CHASE & CO.,28-02-22,MA,Banking errors,31-03-22,1
Checking or savings account,Managing an account,Checking account,5269598,Yes,Closed with monetary relief,Web,AMERICAN EXPRESS COMPANY,28-02-22,IA,Banking errors,31-03-22,1
Checking or savings account,Managing an account,Checking account,5270417,Yes,Closed with explanation,Phone,U.S. BANCORP,28-02-22,ID,Deposits and withdrawals,31-03-22,1
Checking or savings account,Managing an account,Checking account,5270443,Yes,Closed with explanation,Web,U.S. BANCORP,28-02-22,KY,Deposits and withdrawals,31-03-22,1
Checking or savings account,Managing an account,Checking account,5270447,Yes,Closed with explanation,Web,U.S. BANCORP,28-02-22,HI,Banking errors,31-03-22,1
Checking or savings account,Managing an account,Checking account,5270454,Yes,Closed with explanation,Referral,U.S. BANCORP,28-02-22,MN,Problem using a debit or ATM card,31-03-22,1
Checking or savings account,Managing an account,Checking account,5270492,Yes,Closed with explanation,Referral,WELLS FARGO & COMPANY,25-02-22,WI,Problem making or receiving payments,28-02-22,1
Checking or savings account,Managing an account,Checking account,5270546,Yes,Closed with explanation,Referral,"Navient Solutions, LLC.",24-02-22,WI,Problem using a debit or ATM card,28-02-22,1
Checking or savings account,Managing an account,Checking account,5270697,Yes,Closed with explanation,Referral,NAVY FEDERAL CREDIT UNION,24-02-22,WV,Problem accessing account,28-02-22,1
Checking or savings account,Managing an account,Checking account,5271199,Yes,Closed with explanation,Referral,JPMORGAN CHASE & CO.,25-02-22,KY,Deposits and withdrawals,28-02-22,1
Checking or savings account,Managing an account,Checking account,5272190,Yes,Closed with explanation,Referral,WELLS FARGO & COMPANY,28-02-22,NM,Deposits and withdrawals,31-03-22,1
Checking or savings account,Managing an account,Checking account,5272310,Yes,Closed with explanation,Web,FIFTH THIRD FINANCIAL CORPORATION,1/3/2022,IN,Problem using a debit or ATM card,31-03-22,1
Checking or savings account,Managing an account,Checking account,5272485,Yes,Closed with explanation,Postal mail,UNITED SERVICES AUTOMOBILE ASSOCIATION,1/3/2022,OR,Problem accessing account,31-03-22,1
Checking or savings account,Managing an account,Checking account,5272925,Yes,Closed with explanation,Web,CAPITAL ONE FINANCIAL CORPORATION,1/3/2022,DE,Problem making or receiving payments,31-03-22,1
Checking or savings account,Managing an account,Checking account,5273091,Yes,Closed with explanation,Referral,U.S. BANCORP,28-02-22,ID,Deposits and withdrawals,31-03-22,1
Checking or savings account,Managing an account,Checking account,5273772,Yes,Closed with explanation,Web,"BANK OF AMERICA, NATIONAL ASSOCIATION",1/3/2022,WA,Problem making or receiving payments,31-03-22,1
Checking or savings account,Managing an account,Checking account,5273847,Yes,Closed with explanation,Referral,GOLDMAN SACHS BANK USA,28-02-22,IA,Funds not handled or disbursed as instructed,31-03-22,1
Checking or savings account,Managing an account,Checking account,5273922,Yes,Closed with monetary relief,Web,KEYCORP,1/3/2022,CO,Problem making or receiving payments,31-03-22,1
Checking or savings account,Managing an account,Checking account,5274269,Yes,Closed with explanation,Web,BANK OZK,1/3/2022,AR,Banking errors,31-03-22,1
Checking or savings account,Managing an account,Checking account,5274478,Yes,Closed with monetary relief,Referral,Comerica,28-02-22,WA,Deposits and withdrawals,31-03-22,1
Checking or savings account,Managing an account,Checking account,5274686,Yes,Closed with explanation,Web,CAPITAL ONE FINANCIAL CORPORATION,2/3/2022,ND,Banking errors,31-03-22,1
Checking or savings account,Managing an account,Checking account,5275898,Yes,Closed with monetary relief,Web,"CITIBANK, N.A.",1/3/2022,OK,Banking errors,31-03-22,1
Checking or savings account,Managing an account,Checking account,5276533,Yes,Closed with explanation,Phone,"BANK OF AMERICA, NATIONAL ASSOCIATION",2/3/2022,CT,Problem using a debit or ATM card,31-03-22,1
Checking or savings account,Managing an account,Checking account,5277328,Yes,Closed with explanation,Phone,PNC Bank N.A.,2/3/2022,VT,Banking errors,31-03-22,1
Checking or savings account,Managing an account,Checking account,5277557,Yes,Closed with monetary relief,Phone,"BANK OF AMERICA, NATIONAL ASSOCIATION",2/3/2022,OR,Fee problem,31-03-22,1
Checking or savings account,Managing an account,Checking account,5277704,Yes,Closed with explanation,Web,"CITIZENS FINANCIAL GROUP, INC.",2/3/2022,RI,Deposits and withdrawals,31-03-22,1
Checking or savings account,Managing an account,Checking account,5277748,Yes,Closed with explanation,Web,TRUIST FINANCIAL CORPORATION,2/3/2022,IN,Deposits and withdrawals,31-03-22,1
Checking or savings account,Managing an account,Checking account,5277750,Yes,Closed with explanation,Web,WELLS FARGO & COMPANY,2/3/2022,WA,Funds not handled or disbursed as instructed,31-03-22,1
Checking or savings account,Managing an account,Checking account,5277796,Yes,Closed with explanation,Postal mail,"Bread Financial Holdings, Inc.",2/3/2022,WA,Deposits and withdrawals,31-03-22,1
Checking or savings account,Managing an account,Checking account,5278185,Yes,Closed with explanation,Web,JPMORGAN CHASE & CO.,2/3/2022,WA,Problem using a debit or ATM card,31-03-22,1
Checking or savings account,Managing an account,Checking account,5278570,Yes,Closed with explanation,Phone,UNITED SERVICES AUTOMOBILE ASSOCIATION,2/3/2022,OR,Deposits and withdrawals,31-03-22,1
Checking or savings account,Managing an account,Checking account,5278640,Yes,Closed with explanation,Web,WELLS FARGO & COMPANY,2/3/2022,IN,Problem using a debit or ATM card,31-03-22,1
Checking or savings account,Managing an account,Checking account,5278725,Yes,Closed with monetary relief,Web,FinCo Services Inc DBA Current,2/3/2022,OK,Problem using a debit or ATM card,31-03-22,1
Checking or savings account,Managing an account,Checking account,5279097,Yes,Closed with explanation,Web,"Upgrade, Inc.",3/3/2022,WA,Banking errors,31-03-22,1
Checking or savings account,Managing an account,Checking account,5279772,Yes,Closed with monetary relief,Web,JPMORGAN CHASE & CO.,3/3/2022,WA,Cashing a check,31-03-22,1
Checking or savings account,Managing an account,Checking account,5281235,Yes,Closed with explanation,Referral,BOK FINANCIAL CORP,28-02-22,KS,Problem using a debit or ATM card,31-03-22,1
Checking or savings account,Managing an account,Checking account,5281244,Yes,Closed with monetary relief,Referral,ALLY FINANCIAL INC.,28-02-22,OR,Problem making or receiving payments,31-03-22,1
Checking or savings account,Managing an account,Checking account,5281581,Yes,Closed with explanation,Referral,NAVY FEDERAL CREDIT UNION,28-02-22,DC,Funds not handled or disbursed as instructed,31-03-22,1
Checking or savings account,Managing an account,Checking account,5282201,Yes,Closed with explanation,Referral,"CITIZENS FINANCIAL GROUP, INC.",1/3/2022,WA,Problem using a debit or ATM card,31-03-22,1
Checking or savings account,Managing an account,Checking account,5282783,Yes,Closed with explanation,Web,"CITIZENS FINANCIAL GROUP, INC.",3/3/2022,VT,Deposits and withdrawals,31-03-22,1
Checking or savings account,Managing an account,Checking account,5282908,Yes,Closed with explanation,Phone,BMO HARRIS BANK NATIONAL ASSOCIATION,3/3/2022,WI,Problem using a debit or ATM card,31-03-22,1
Checking or savings account,Managing an account,Checking account,5282912,Yes,Closed with non-monetary relief,Web,CAPITAL ONE FINANCIAL CORPORATION,3/3/2022,OR,Deposits and withdrawals,31-03-22,1
Checking or savings account,Managing an account,Checking account,5283202,Yes,Closed with explanation,Referral,"ARVEST BANK GROUP, INC.",1/3/2022,AR,Problem making or receiving payments,31-03-22,1
Checking or savings account,Managing an account,Checking account,5283324,Yes,Closed with explanation,Referral,"BANK OF AMERICA, NATIONAL ASSOCIATION",1/3/2022,DC,Problem accessing account,31-03-22,1
Checking or savings account,Managing an account,Checking account,5283549,Yes,Closed with explanation,Phone,JPMORGAN CHASE & CO.,3/3/2022,CT,Deposits and withdrawals,31-03-22,1
Checking or savings account,Managing an account,Checking account,5283634,Yes,Closed with monetary relief,Web,JPMORGAN CHASE & CO.,3/3/2022,WI,Problem making or receiving payments,31-03-22,1
Checking or savings account,Managing an account,Checking account,5283808,Yes,Closed with explanation,Referral,JPMORGAN CHASE & CO.,1/3/2022,MN,Problem accessing account,31-03-22,1
Checking or savings account,Managing an account,Checking account,5284037,Yes,Closed with monetary relief,Phone,JPMORGAN CHASE & CO.,3/3/2022,IN,Problem using a debit or ATM card,31-03-22,1
Checking or savings account,Managing an account,Checking account,5285191,Yes,Closed with explanation,Referral,Chime Financial Inc,28-02-22,CO,Problem making or receiving payments,31-03-22,1
Checking or savings account,Managing an account,Checking account,5285204,Yes,Closed with explanation,Referral,"CITIZENS FINANCIAL GROUP, INC.",1/3/2022,VT,Problem accessing account,31-03-22,1
Checking or savings account,Managing an account,Checking account,5285679,Yes,Closed with explanation,Web,Chime Financial Inc,4/3/2022,WA,Problem using a debit or ATM card,31-03-22,1
Checking or savings account,Managing an account,Checking account,5285804,Yes,Closed with explanation,Phone,U.S. BANCORP,4/3/2022,WA,Deposits and withdrawals,31-03-22,1
Checking or savings account,Managing an account,Checking account,5285849,Yes,Closed with explanation,Referral,Chime Financial Inc,2/3/2022,NH,Problem accessing account,31-03-22,1
Checking or savings account,Managing an account,Checking account,5286147,Yes,Closed with monetary relief,Referral,JPMORGAN CHASE & CO.,2/3/2022,WA,Deposits and withdrawals,31-03-22,1
Checking or savings account,Managing an account,Checking account,5286225,Yes,Closed with explanation,Phone,WELLS FARGO & COMPANY,4/3/2022,NM,Deposits and withdrawals,31-03-22,1
Checking or savings account,Managing an account,Checking account,5286505,Yes,Closed with explanation,Web,"FLAGSTAR BANK, FSB",4/3/2022,IN,Deposits and withdrawals,31-03-22,1
Checking or savings account,Managing an account,Checking account,5286696,Yes,Closed with explanation,Referral,CAPITAL ONE FINANCIAL CORPORATION,1/3/2022,WY,Deposits and withdrawals,31-03-22,1
Checking or savings account,Managing an account,Checking account,5286722,Yes,Closed with explanation,Referral,"BANK OF AMERICA, NATIONAL ASSOCIATION",2/3/2022,MA,Funds not handled or disbursed as instructed,31-03-22,1
Checking or savings account,Managing an account,Checking account,5287021,Yes,Closed with explanation,Referral,"BANK OF AMERICA, NATIONAL ASSOCIATION",2/3/2022,WA,Deposits and withdrawals,31-03-22,1
Checking or savings account,Managing an account,Checking account,5287463,Yes,Closed with monetary relief,Web,TD BANK US HOLDING COMPANY,4/3/2022,DE,Banking errors,31-03-22,1
Checking or savings account,Managing an account,Checking account,5288658,Yes,Closed with monetary relief,Web,TRUIST FINANCIAL CORPORATION,4/3/2022,DE,Problem using a debit or ATM card,31-03-22,1
Checking or savings account,Managing an account,Checking account,5289428,Yes,Closed with explanation,Web,WELLS FARGO & COMPANY,5/3/2022,IA,Problem using a debit or ATM card,31-03-22,1
Checking or savings account,Managing an account,Checking account,5289456,Yes,Closed with explanation,Web,PNC Bank N.A.,5/3/2022,IN,Banking errors,31-03-22,1
Checking or savings account,Managing an account,Checking account,5289753,Yes,Closed with explanation,Web,HSBC NORTH AMERICA HOLDINGS INC.,5/3/2022,UT,Banking errors,31-03-22,1
Checking or savings account,Managing an account,Checking account,5290832,Yes,Closed with monetary relief,Web,"CITIBANK, N.A.",6/3/2022,KY,Banking errors,31-03-22,1
Checking or savings account,Managing an account,Checking account,5291166,Yes,Closed with explanation,Web,Chime Financial Inc,6/3/2022,NE,Cashing a check,31-03-22,1
Checking or savings account,Managing an account,Checking account,5291316,Yes,Closed with monetary relief,Web,"BANK OF AMERICA, NATIONAL ASSOCIATION",7/3/2022,NH,Problem using a debit or ATM card,31-03-22,1
Checking or savings account,Managing an account,Checking account,5292256,Yes,Closed with monetary relief,Web,"CITIZENS FINANCIAL GROUP, INC.",7/3/2022,VT,Banking errors,31-03-22,1
Checking or savings account,Managing an account,Checking account,5292861,Yes,Closed with explanation,Web,"Social Finance, Inc.",7/3/2022,WA,Problem accessing account,31-03-22,1
Checking or savings account,Managing an account,Checking account,5294271,Yes,Closed with explanation,Referral,U.S. BANCORP,2/3/2022,KS,Deposits and withdrawals,31-03-22,1
Checking or savings account,Managing an account,Checking account,5294330,Yes,Closed with explanation,Referral,CAPITAL ONE FINANCIAL CORPORATION,3/3/2022,IN,Deposits and withdrawals,31-03-22,1
Checking or savings account,Managing an account,Checking account,5294334,Yes,Closed with explanation,Referral,JPMORGAN CHASE & CO.,3/3/2022,CO,Deposits and withdrawals,31-03-22,1
Checking or savings account,Managing an account,Checking account,5294501,Yes,Closed with monetary relief,Referral,"BANK OF AMERICA, NATIONAL ASSOCIATION",2/3/2022,MA,Problem using a debit or ATM card,31-03-22,1
Checking or savings account,Managing an account,Checking account,5294961,Yes,Closed with explanation,Referral,"CITIBANK, N.A.",3/3/2022,CT,Deposits and withdrawals,31-03-22,1
Checking or savings account,Managing an account,Checking account,5295129,Yes,Closed with explanation,Referral,JPMORGAN CHASE & CO.,4/3/2022,CO,Deposits and withdrawals,31-03-22,1
Checking or savings account,Managing an account,Checking account,5295176,Yes,Closed with monetary relief,Web,"CITIBANK, N.A.",7/3/2022,KS,Banking errors,31-03-22,1
Checking or savings account,Managing an account,Checking account,5295687,Yes,Closed with monetary relief,Referral,WELLS FARGO & COMPANY,5/3/2022,WA,Deposits and withdrawals,31-03-22,1
Checking or savings account,Managing an account,Checking account,5295704,Yes,Closed with monetary relief,Referral,"BANK OF AMERICA, NATIONAL ASSOCIATION",3/3/2022,OR,Problem making or receiving payments,31-03-22,1
Checking or savings account,Managing an account,Checking account,5296351,Yes,Closed with explanation,Web,JPMORGAN CHASE & CO.,8/3/2022,IN,Deposits and withdrawals,31-03-22,1
Checking or savings account,Managing an account,Checking account,5296354,Yes,Closed with monetary relief,Web,"BANK OF AMERICA, NATIONAL ASSOCIATION",8/3/2022,CO,Deposits and withdrawals,31-03-22,1
Checking or savings account,Managing an account,Checking account,5296531,Yes,Closed with explanation,Referral,U.S. BANCORP,4/3/2022,MN,Deposits and withdrawals,31-03-22,1
Checking or savings account,Managing an account,Checking account,5296554,Yes,Closed with explanation,Referral,"BANK OF AMERICA, NATIONAL ASSOCIATION",3/3/2022,DC,Problem making or receiving payments,31-03-22,1
Checking or savings account,Managing an account,Checking account,5296737,Yes,Closed with explanation,Web,WELLS FARGO & COMPANY,8/3/2022,CT,Cashing a check,31-03-22,1
Checking or savings account,Managing an account,Checking account,5297098,Yes,Closed with explanation,Web,Santander Consumer USA Holdings Inc.,8/3/2022,CT,Cashing a check,31-03-22,1
Checking or savings account,Managing an account,Checking account,5297162,Yes,Closed with monetary relief,Phone,WELLS FARGO & COMPANY,8/3/2022,SD,Problem accessing account,31-03-22,1
Checking or savings account,Managing an account,Checking account,5297206,Yes,Closed with explanation,Referral,WELLS FARGO & COMPANY,7/3/2022,WI,Problem using a debit or ATM card,31-03-22,1
Checking or savings account,Managing an account,Checking account,5297325,Yes,Closed with explanation,Phone,TRUIST FINANCIAL CORPORATION,8/3/2022,DC,Funds not handled or disbursed as instructed,31-03-22,1
Checking or savings account,Managing an account,Checking account,5297379,Yes,Closed with explanation,Web,WELLS FARGO & COMPANY,8/3/2022,WA,Fee problem,31-03-22,1
Checking or savings account,Managing an account,Checking account,5297478,Yes,Closed with non-monetary relief,Postal mail,U.S. BANCORP,8/3/2022,OR,Funds not handled or disbursed as instructed,31-03-22,1
Checking or savings account,Managing an account,Checking account,5297879,Yes,Closed with explanation,Referral,WELLS FARGO & COMPANY,7/3/2022,MA,Problem accessing account,31-03-22,1
Checking or savings account,Managing an account,Checking account,5298062,Yes,Closed with explanation,Referral,AMERICAN EXPRESS COMPANY,8/3/2022,UT,Problem accessing account,31-03-22,1
Checking or savings account,Managing an account,Checking account,5298987,Yes,Closed with explanation,Web,WELLS FARGO & COMPANY,8/3/2022,NE,Banking errors,31-03-22,1
Checking or savings account,Managing an account,Checking account,5299249,Yes,Closed with explanation,Phone,JPMORGAN CHASE & CO.,8/3/2022,DE,Deposits and withdrawals,31-03-22,1
Checking or savings account,Managing an account,Checking account,5299287,Yes,Closed with explanation,Web,JPMORGAN CHASE & CO.,8/3/2022,IN,Cashing a check,31-03-22,1
Checking or savings account,Managing an account,Checking account,5299838,Yes,Closed with explanation,Web,NAVY FEDERAL CREDIT UNION,9/3/2022,WA,Deposits and withdrawals,31-03-22,1
Checking or savings account,Managing an account,Checking account,5301896,Yes,Closed with explanation,Referral,DISCOVER BANK,8/3/2022,WI,Deposits and withdrawals,31-03-22,1
Checking or savings account,Managing an account,Checking account,5302312,Yes,Closed with monetary relief,Referral,"BANK OF AMERICA, NATIONAL ASSOCIATION",9/3/2022,CT,Problem using a debit or ATM card,31-03-22,1
